Paper Name,Paper Author,Paper Key Words,Issue Date
Credit Constraints and Growth in a Global Economy,Nicolas Coeurdacier;Stphane Guibaud;Keyu Jin,"E21 Macroeconomics: Consumption; Saving; Wealth;E22 Investment; Capital; Intangible Capital; Capacity;F21 International Investment; Long-term Capital Movements;F32 Current Account Adjustment; Short-term Capital Movements;F41 Open Economy Macroeconomics;O16 Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;P24 Socialist Systems and Transitional Economies: National Income, Product, and Expenditure; Money; Inflation","September 2015 (Vol. 105, No.9 )"
"Cooperation, but No Reciprocity: Individual Strategies in the Repeated Prisoner's Dilemma",Yves Breitmoser,"C72 Noncooperative Games;C73 Stochastic and Dynamic Games; Evolutionary Games; Repeated Games;C92 Design of Experiments: Laboratory, Group Behavior;D12 Consumer Economics: Empirical Analysis","September 2015 (Vol. 105, No.9 )"
The Value of Relationships: Evidence from a Supply Shock to Kenyan Rose Exports,Rocco Macchiavello;Ameet Morjaria,D86 Economics of Contract: Theory;F14 Empirical Studies of Trade;L14 Transactional Relationships; Contracts and Reputation; Networks;O13 Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products;O19 International Linkages to Development; Role of International Organizations;Q17 Agriculture in International Trade,"September 2015 (Vol. 105, No.9 )"
"Yours, Mine, and Ours: Do Divorce Laws Affect the Intertemporal Behavior of Married Couples?",Alessandra Voena,D13 Household Production and Intrahousehold Allocation;D14 Household Saving; Personal Finance;D91 Intertemporal Household Choice; Life Cycle Models and Saving;J12 Marriage; Marital Dissolution; Family Structure; Domestic Abuse;J16 Economics of Gender; Non-labor Discrimination;K36 Family and Personal Law,"August 2015 (Vol. 105, No.8 )"
Country Solidarity in Sovereign Crises,Jean Tirole,D86 Economics of Contract: Theory;F34 International Lending and Debt Problems;H63 National Debt; Debt Management; Sovereign Debt,"August 2015 (Vol. 105, No.8 )"
State Capacity and Economic Development: A Network Approach,Daron Acemoglu;Camilo Garca-Jimeno;James A. Robinson,"D85 Network Formation and Analysis: Theory;H41 Public Goods;H77 Intergovernmental Relations; Federalism; Secession;O17 Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;O18 Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure","August 2015 (Vol. 105, No.8 )"
Crossing Party Lines: The Effects of Information on Redistributive Politics,Katherine Casey,"D72 Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;D83 Search; Learning; Information and Knowledge; Communication; Belief; Unawareness;J15 Economics of Minorities, Races, Indigenous Peoples, and Immigrants; Non-labor Discrimination;O17 Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;Z13 Economic Sociology; Economic Anthropology; Social and Economic Stratification","August 2015 (Vol. 105, No.8 )"
"Health Insurance for ""Humans"": Information Frictions, Plan Choice, and Consumer Welfare",Benjamin R. Handel;Jonathan T. Kolstad,"D81 Criteria for Decision-Making under Risk and Uncertainty;D83 Search; Learning; Information and Knowledge; Communication; Belief; Unawareness;G22 Insurance; Insurance Companies; Actuarial Studies;I13 Health Insurance, Public and Private","August 2015 (Vol. 105, No.8 )"
Evaluating Behaviorally Motivated Policy: Experimental Evidence from the Lightbulb Market,Hunt Allcott;Dmitry Taubinsky,"D12 Consumer Economics: Empirical Analysis;D83 Search; Learning; Information and Knowledge; Communication; Belief; Unawareness;H21 Taxation and Subsidies: Efficiency; Optimal Taxation;H31 Fiscal Policies and Behavior of Economic Agents: Household;L67 Other Consumer Nondurables: Clothing, Textiles, Shoes, and Leather Goods; Household Goods; Sports Equipment;Q41 Energy: Demand and Supply; Prices;Q48 Energy: Government Policy","August 2015 (Vol. 105, No.8 )"
No Taxation without Information: Deterrence and Self-Enforcement in the Value Added Tax,Dina Pomeranz,D83 Search; Learning; Information and Knowledge; Communication; Belief; Unawareness;H25 Business Taxes and Subsidies including sales and value-added (VAT);H26 Tax Evasion and Avoidance;K34 Tax Law;O17 Formal and Informal Sectors; Shadow Economy; Institutional Arrangements,"August 2015 (Vol. 105, No.8 )"
Back to Fundamentals: Equilibrium in Abstract Economies,Michael Richter;Ariel Rubinstein,C90 General;D11 Consumer Economics: Theory,"August 2015 (Vol. 105, No.8 )"
On Discrimination in Auctions with Endogenous Entry,Philippe Jehiel;Laurent Lamy,D44 Auctions;H57 National Government Expenditures and Related Policies: Procurement,"August 2015 (Vol. 105, No.8 )"
Information Rigidity and the Expectations Formation Process: A Simple Framework and New Facts,Olivier Coibion;Yuriy Gorodnichenko,"C53 Forecasting Models; Simulation Methods;D83 Search; Learning; Information and Knowledge; Communication; Belief; Unawareness;D84 Expectations; Speculations;E13 General Aggregative Models: Neoclassical;E31 Price Level; Inflation; Deflation;E37 Prices, Business Fluctuations, and Cycles: Forecasting and Simulation: Models and Applications","August 2015 (Vol. 105, No.8 )"
How to Control Controlled School Choice,Federico Echenique;M. Bumin Yenmez,D47 Market Design;H75 State and Local Government: Health; Education; Welfare; Public Pensions;I21 Analysis of Education;I28 Education: Government Policy,"August 2015 (Vol. 105, No.8 )"
"In the Name of the Son (and the Daughter): Intergenerational Mobility in the United States, 1850-1940",Claudia Olivetti;M. Daniele Paserman,"D63 Equity, Justice, Inequality, and Other Normative Criteria and Measurement;J12 Marriage; Marital Dissolution; Family Structure; Domestic Abuse;J16 Economics of Gender; Non-labor Discrimination;J24 Human Capital; Skills; Occupational Choice; Labor Productivity;J62 Job, Occupational, and Intergenerational Mobility; Promotion;N31 Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: U.S.; Canada: Pre-1913;N32 Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: U.S.; Canada: 1913-","August 2015 (Vol. 105, No.8 )"
An Empirical Model of the Medical Match,Nikhil Agarwal,"C78 Bargaining Theory; Matching Theory;I11 Analysis of Health Care Markets;J31 Wage Level and Structure; Wage Differentials;J44 Professional Labor Markets; Occupational Licensing;K21 Antitrust Law;L44 Antitrust Policy and Public Enterprises, Nonprofit Institutions, and Professional Organizations","July 2015 (Vol. 105, No.7 )"
"Financial Entanglement: A Theory of Incomplete Integration, Leverage, Crashes, and Contagion",Nicolae Grleanu;Stavros Panageas;Jianfeng Yu,D83 Search; Learning; Information and Knowledge; Communication; Belief; Unawareness;G11 Portfolio Choice; Investment Decisions;G12 Asset Pricing; Trading Volume; Bond Interest Rates;G32 Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill;G35 Payout Policy,"July 2015 (Vol. 105, No.7 )"
"Banking, Liquidity, and Bank Runs in an Infinite Horizon Economy",Mark Gertler;Nobuhiro Kiyotaki,E23 Macroeconomics: Production;E32 Business Fluctuations; Cycles;E44 Financial Markets and the Macroeconomy;G01 Financial Crises;G21 Banks; Depository Institutions; Micro Finance Institutions; Mortgages;G33 Bankruptcy; Liquidation,"July 2015 (Vol. 105, No.7 )"
Do Firms Underinvest in Long-Term Research? Evidence from Cancer Clinical Trials,Eric Budish;Benjamin N. Roin;Heidi Williams,"D92 Intertemporal Firm Choice: Investment, Capacity, and Financing;G31 Capital Budgeting; Fixed Investment and Inventory Studies; Capacity;I11 Analysis of Health Care Markets;L65 Chemicals; Rubber; Drugs; Biotechnology;O31 Innovation and Invention: Processes and Incentives;O34 Intellectual Property and Intellectual Capital","July 2015 (Vol. 105, No.7 )"
"Acquisitions, Productivity, and Profitability: Evidence from the Japanese Cotton Spinning Industry",Serguey Braguinsky;Atsushi Ohyama;Tetsuji Okazaki;Chad Syverson,"D24 Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity;G32 Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill;G34 Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance;L11 Production, Pricing, and Market Structure; Size Distribution of Firms;L25 Firm Performance: Size, Diversification, and Scope;L66 Food; Beverages; Cosmetics; Tobacco; Wine and Spirits;N65 Economic History: Manufacturing and Construction: Asia including Middle East","July 2015 (Vol. 105, No.7 )"
Team Contests with Multiple Pairwise Battles,Qiang Fu;Jingfeng Lu;Yue Pan,"C72 Noncooperative Games;D72 Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;D74 Conflict; Conflict Resolution; Alliances; Revolutions;D82 Asymmetric and Private Information; Mechanism Design","July 2015 (Vol. 105, No.7 )"
Vertical Contracting with Informational Opportunism,Vianney Dequiedt;David Martimort,D21 Firm Behavior: Theory;D86 Economics of Contract: Theory;L14 Transactional Relationships; Contracts and Reputation; Networks;L60 Industry Studies: Manufacturing: General;L81 Retail and Wholesale Trade; e-Commerce,"July 2015 (Vol. 105, No.7 )"
"Revealed Preference, Rational Inattention, and Costly Information Acquisition",Andrew Caplin;Mark Dean,D11 Consumer Economics: Theory;D81 Criteria for Decision-Making under Risk and Uncertainty;D83 Search; Learning; Information and Knowledge; Communication; Belief; Unawareness,"July 2015 (Vol. 105, No.7 )"
Estimating a War of Attrition: The Case of the US Movie Theater Industry,Yuya Takahashi,"D92 Intertemporal Firm Choice: Investment, Capacity, and Financing;L11 Production, Pricing, and Market Structure; Size Distribution of Firms;L82 Entertainment; Media;N72 Economic History: Transport, Trade, Energy, Technology, and Other Services: U.S.; Canada: 1913-","July 2015 (Vol. 105, No.7 )"
Risk Preferences Are Not Time Preferences: On the Elicitation of Time Preference under Conditions of Risk: Comment,Stephen L. Cheung,"C91 Design of Experiments: Laboratory, Individual;D81 Criteria for Decision-Making under Risk and Uncertainty;D91 Intertemporal Household Choice; Life Cycle Models and Saving","July 2015 (Vol. 105, No.7 )"
Risk Preferences Are Not Time Preferences: Balancing on a Budget Line: Comment,Thomas Epper;Helga Fehr-Duda,"C91 Design of Experiments: Laboratory, Individual;D81 Criteria for Decision-Making under Risk and Uncertainty;D91 Intertemporal Household Choice; Life Cycle Models and Saving","July 2015 (Vol. 105, No.7 )"
Risk Preferences Are Not Time Preferences: Separating Risk and Time Preference: Comment,Bin Miao;Songfa Zhong,"C91 Design of Experiments: Laboratory, Individual;D81 Criteria for Decision-Making under Risk and Uncertainty;D91 Intertemporal Household Choice; Life Cycle Models and Saving","July 2015 (Vol. 105, No.7 )"
Risk Preferences Are Not Time Preferences: Reply,James Andreoni;Charles Sprenger,"C91 Design of Experiments: Laboratory, Individual;D81 Criteria for Decision-Making under Risk and Uncertainty;D91 Intertemporal Household Choice; Life Cycle Models and Saving","July 2015 (Vol. 105, No.7 )"
Market Failures and Public Policy,Jean Tirole,"D40 Market Structure, Pricing, and Design: General;K21 Antitrust Law;L11 Production, Pricing, and Market Structure; Size Distribution of Firms;L40 Antitrust Issues and Policies: General;L51 Economics of Regulation","June 2015 (Vol. 105, No.6 )"
Consumer Search and Double Marginalization,Maarten Janssen;Sandro Shelegia,"D11 Consumer Economics: Theory;D42 Market Structure, Pricing, and Design: Monopoly;D83 Search; Learning; Information and Knowledge; Communication; Belief; Unawareness;L12 Monopoly; Monopolization Strategies;L25 Firm Performance: Size, Diversification, and Scope;L60 Industry Studies: Manufacturing: General;L81 Retail and Wholesale Trade; e-Commerce","June 2015 (Vol. 105, No.6 )"
Government Policy with Time Inconsistent Voters,Alberto Bisin;Alessandro Lizzeri;Leeat Yariv,"D02 Institutions: Design, Formation, Operations, and Impact;D72 Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;D78 Positive Analysis of Policy Formulation and Implementation;H62 National Deficit; Surplus;H63 National Debt; Debt Management; Sovereign Debt","June 2015 (Vol. 105, No.6 )"
Trafficking Networks and the Mexican Drug War,Melissa Dell,"D72 Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;D85 Network Formation and Analysis: Theory;K42 Illegal Behavior and the Enforcement of Law;O17 Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;Z13 Economic Sociology; Economic Anthropology; Social and Economic Stratification","June 2015 (Vol. 105, No.6 )"
Clientelism in Indian Villages,Siwan Anderson;Patrick Francois;Ashok Kotwal,"D72 Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;H23 Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies;I38 Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs;J15 Economics of Minorities, Races, Indigenous Peoples, and Immigrants; Non-labor Discrimination;O15 Economic Development: Human Resources; Human Development; Income Distribution; Migration;O17 Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;O18 Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure","June 2015 (Vol. 105, No.6 )"
The Value of Democracy: Evidence from Road Building in Kenya,Robin Burgess;Remi Jedwab;Edward Miguel;Ameet Morjaria;Gerard Padr i Miquel,"D72 Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;H54 National Government Expenditures and Related Policies: Infrastructures; Other Public Investment and Capital Stock;J15 Economics of Minorities, Races, Indigenous Peoples, and Immigrants; Non-labor Discrimination;O15 Economic Development: Human Resources; Human Development; Income Distribution; Migration;O17 Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;O22 Project Analysis;R42 Transportation Economics: Government and Private Investment Analysis; Road Maintenance, Transportation Planning","June 2015 (Vol. 105, No.6 )"
